,Unnamed: 0.1,Unnamed: 0.1.1,hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw
207,207,207,4408.90.01.61,3,Birch (Betula spp.),Betula spp.,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ] && [ Birch (Betula spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;birch;peel;thickness;similar laminated;betula spp;splice;jointed;mm,end;splice;jointed;coniferous;tropical wood
208,208,208,4408.90.01.66,3,Cherry (Prunus spp.),Prunus spp.,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ] && [ Cherry (Prunus spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;cherry;peel;thickness;similar laminated;splice;jointed;prunus spp;mm,end;splice;jointed;coniferous;tropical wood
209,209,209,4408.90.01.71,3,Maple (Acer spp.),Acer spp.,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ] && [ Maple (Acer spp.) ],slice laminated;sand;sheet;acer spp;veneer;laminated wood;obtain;end;plywood;maple;peel;thickness;similar laminated;splice;jointed;mm,end;splice;jointed;coniferous;tropical wood
210,210,210,,3,Oak (Quercus spp.),,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ] && [ Oak (Quercus spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;quercus spp;peel;thickness;similar laminated;oak;splice;jointed;mm,end;splice;jointed;coniferous;tropical wood
211,211,211,4408.90.01.76,4,Red,,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ] && [ Oak (Quercus spp.) ] && [ Red ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;quercus spp;peel;red;thickness;similar laminated;oak;splice;jointed;mm,end;splice;jointed;coniferous;tropical wood
212,212,212,4408.90.01.81,4,Other,,[ [ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ] && [ Oak (Quercus spp.) ] && [ ![ Red ] ] ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;quercus spp;peel;thickness;similar laminated;oak;splice;jointed;mm,end;red;splice;jointed;coniferous;tropical wood
213,213,213,4408.90.01.87,3,Walnut (Juglans spp.),Juglans spp.,[ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ] && [ Walnut (Juglans spp.) ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;walnut;splice;jointed;juglans spp;mm,end;splice;jointed;coniferous;tropical wood
214,214,214,4408.90.01.97,3,Other,,[ [ [ [ Sheets for veneering (including those obtained by slicing laminated wood) &&  for plywood or for similar laminated wood && other wood &&  sawn lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded &&  spliced or end-jointed &&  of a thickness not exceeding 6 mm ] && [ ![ Of tropical wood ] && ![ Coniferous ] ] ] && [ ![ Spliced or end-jointed ] ] ] && [ ![ Walnut (Juglans spp.) ] && ![ Oak (Quercus spp.) ] && ![ Maple (Acer spp.) ] && ![ Cherry (Prunus spp.) ] && ![ Birch (Betula spp.) ] && ![ Ash (Fraxinus spp.) ] ] ],slice laminated;sand;sheet;veneer;laminated wood;obtain;end;plywood;peel;thickness;similar laminated;splice;jointed;mm,acer spp;quercus spp;cherry;birch;end;maple;fraxinus spp;betula spp;oak;walnut;splice;jointed;ash;prunus spp;coniferous;juglans spp;tropical wood
215,215,215,4409,0,Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed,,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ],sand;chamfer;mold;strip;tongue;end;round;parquet flooring;face;friez;wood;jointed;rebate;like;shape;bead;PRON edge;groove,
216,216,216,4409.10,1,Coniferous,,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ],sand;chamfer;mold;coniferous;strip;tongue;end;round;parquet flooring;face;friez;wood;jointed;rebate;like;shape;bead;PRON edge;groove,
217,217,217,4409.10.05.00,2,Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed,,[ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ],end;round;face;rebate;bead;groove;strip;PRON end;wood;coniferous;shape;mold;foregoing;jointed;sand;chamfer;tongue;parquet flooring;friez;like;PRON edge,
218,218,218,,2,Other,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ],sand;chamfer;mold;coniferous;strip;tongue;end;round;parquet flooring;face;friez;wood;jointed;rebate;like;shape;bead;PRON edge;groove,sand;foregoing;face;PRON end;wood;jointed;PRON edge
219,219,219,4409.10.10,3,Wood siding,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood siding ],sand;chamfer;mold;wood siding;coniferous;strip;tongue;end;round;parquet flooring;face;friez;wood;jointed;rebate;like;shape;bead;PRON edge;groove,sand;foregoing;face;PRON end;wood;jointed;PRON edge
220,220,220,,4,Resawn bevel siding,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood siding ] && [ Resawn bevel siding ],resawn bevel;end;round;face;rebate;bead;groove;strip;wood;coniferous;shape;bevel siding;mold;wood siding;jointed;sand;chamfer;tongue;parquet flooring;friez;like;PRON edge,sand;foregoing;face;PRON end;wood;jointed;PRON edge
221,221,221,4409.10.10.20,5,Western red cedar,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood siding ] && [ Resawn bevel siding ] && [ Western red cedar ],resawn bevel;end;round;red cedar;face;western red;rebate;bead;groove;strip;wood;coniferous;shape;bevel siding;mold;wood siding;jointed;sand;chamfer;tongue;parquet flooring;friez;like;PRON edge,sand;foregoing;face;PRON end;wood;jointed;PRON edge
222,222,222,4409.10.10.40,5,Other,,[ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood siding ] && [ Resawn bevel siding ] && [ ![ Western red cedar ] ] ],resawn bevel;end;round;face;rebate;bead;groove;strip;wood;coniferous;shape;bevel siding;mold;wood siding;jointed;sand;chamfer;tongue;parquet flooring;friez;like;PRON edge,sand;foregoing;red cedar;face;western red;PRON end;wood;jointed;PRON edge
223,223,223,,4,Other,,[ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood siding ] && [ ![ Resawn bevel siding ] ] ],sand;chamfer;mold;wood siding;coniferous;strip;tongue;end;round;parquet flooring;face;friez;wood;jointed;rebate;like;shape;bead;PRON edge;groove,sand;bevel siding;resawn bevel;foregoing;face;PRON end;wood;jointed;PRON edge
224,224,224,4409.10.10.60,5,Western red cedar,,[ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood siding ] && [ ![ Resawn bevel siding ] ] ] && [ Western red cedar ],end;round;red cedar;face;western red;rebate;bead;groove;strip;wood;coniferous;shape;mold;wood siding;jointed;sand;chamfer;tongue;parquet flooring;friez;like;PRON edge,sand;bevel siding;resawn bevel;foregoing;face;PRON end;wood;jointed;PRON edge
225,225,225,4409.10.10.80,5,Other,,[ [ [ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood siding ] && [ ![ Resawn bevel siding ] ] ] && [ ![ Western red cedar ] ] ],sand;chamfer;mold;wood siding;coniferous;strip;tongue;end;round;parquet flooring;face;friez;wood;jointed;rebate;like;shape;bead;PRON edge;groove,sand;bevel siding;resawn bevel;foregoing;red cedar;face;western red;PRON end;wood;jointed;PRON edge
226,226,226,4409.10.20.00,3,Wood flooring,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood flooring ],sand;chamfer;mold;coniferous;strip;tongue;end;round;parquet flooring;wood floor;face;friez;wood;jointed;rebate;like;shape;bead;PRON edge;groove,sand;foregoing;face;PRON end;wood;jointed;PRON edge
227,227,227,,3,Wood moldings,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood moldings ],sand;chamfer;mold;coniferous;strip;wood molding;tongue;end;round;parquet flooring;face;friez;wood;jointed;rebate;like;shape;bead;PRON edge;groove,sand;foregoing;face;PRON end;wood;jointed;PRON edge
228,228,228,,4,Standard wood molding,,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood moldings ] && [ Standard wood molding ],end;round;face;rebate;bead;groove;strip;wood;coniferous;shape;mold;wood molding;standard wood;jointed;sand;chamfer;tongue;parquet flooring;friez;like;PRON edge,sand;foregoing;face;PRON end;wood;jointed;PRON edge
229,229,229,4409.10.40,5,Pine (Pinus spp.),Pinus spp.,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood moldings ] && [ Standard wood molding ] && [ Pine (Pinus spp.) ],end;round;face;rebate;bead;groove;strip;wood;pine;coniferous;shape;mold;wood molding;standard wood;jointed;sand;chamfer;tongue;parquet flooring;pinus spp;friez;like;PRON edge,sand;foregoing;face;PRON end;wood;jointed;PRON edge
230,230,230,4409.10.40.10,6,End-jointed,Pinus spp.,[ [ Wood (including strips && friezes for parquet flooring &&  not assembled) continuously shaped (tongued &&  grooved &&  rebated &&  chamfered &&  V-jointed &&  beaded &&  molded &&  rounded or the like) along any of its edges &&  ends or faces &&  whether or not planed &&  sanded or end-jointed ] && [ Coniferous ] && [ ![ Wood continuously shaped along any of its ends &&  whether or not also continuously shaped along any of its edges or faces &&  all the foregoing whether or not planed &&  sanded or end-jointed ] ] ] && [ Wood moldings ] && [ Standard wood molding ] && [ Pine (Pinus spp.) ] && [ End-jointed ],end;round;face;rebate;bead;groove;strip;wood;pine;coniferous;shape;mold;wood molding;standard wood;jointed;sand;chamfer;tongue;parquet flooring;pinus spp;friez;like;PRON edge,sand;foregoing;face;PRON end;wood;jointed;PRON edge
