hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw,hscode_6
4410.19.00.20,3,Surface-covered with melamine-impregnated paper,,[ [ Particle board &&  oriented strand board (OSB) && similar board (for example &&  waferboard) of wood or other ligneous materials &&  whether or not agglomerated with resins or other organic binding substances ] && [ Of wood ] && [ ![ Oriented strand board (OSB) ] && ![ Particle board ] ] ] && [ Surface-covered with melamine-impregnated paper ],wood;orient strand;ligneous material;surface;impregnate paper;organic bind;example;resin;cover;bind substance;strand board;similar board;waferboard;melamine;particle board;OSB,orient strand;particle board;OSB;strand board,441019
4410.19.00.30,3,Surface-covered with decorative laminates of plastic,,[ [ Particle board &&  oriented strand board (OSB) && similar board (for example &&  waferboard) of wood or other ligneous materials &&  whether or not agglomerated with resins or other organic binding substances ] && [ Of wood ] && [ ![ Oriented strand board (OSB) ] && ![ Particle board ] ] ] && [ Surface-covered with decorative laminates of plastic ],decorative laminate;wood;orient strand;ligneous material;surface;plastic;organic bind;example;resin;cover;bind substance;strand board;similar board;waferboard;particle board;OSB,orient strand;particle board;OSB;strand board,441019
4410.19.00.60,3,Other,,[ [ [ Particle board &&  oriented strand board (OSB) && similar board (for example &&  waferboard) of wood or other ligneous materials &&  whether or not agglomerated with resins or other organic binding substances ] && [ Of wood ] && [ ![ Oriented strand board (OSB) ] && ![ Particle board ] ] ] && [ ![ Surface-covered with decorative laminates of plastic ] && ![ Surface-covered with melamine-impregnated paper ] && ![ Unworked or not further worked than sanded ] ] ],wood;orient strand;ligneous material;organic bind;example;resin;bind substance;strand board;similar board;waferboard;particle board;OSB,decorative laminate;orient strand;surface;plastic;impregnate paper;work;cover;strand board;unworked;melamine;particle board;sand;OSB,441019
4410.90.00.00,1,Other,,[ [ Particle board &&  oriented strand board (OSB) && similar board (for example &&  waferboard) of wood or other ligneous materials &&  whether or not agglomerated with resins or other organic binding substances ] && [ ![ Of wood ] ] ],wood;orient strand;ligneous material;organic bind;example;resin;bind substance;strand board;similar board;waferboard;particle board;OSB,wood,441090
4411,0,Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances,,[ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ],wood;fiberboard;ligneous material;organic substance;resin;bond,,4411
,1,Medium density fiberboard (MDF),,[ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ],wood;fiberboard;ligneous material;organic substance;resin;medium density;density fiberboard;bond;MDF,,
4411.12,2,Of a thickness not exceeding 5 mm,,[ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ],wood;fiberboard;ligneous material;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,,441112
4411.12.10.00,3,Not mechanically worked or surface covered,,[ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ Not mechanically worked or surface covered ],wood;fiberboard;ligneous material;surface cover;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,,441112
,3,Other,,[ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ ![ Not mechanically worked or surface covered ] ] ],wood;fiberboard;ligneous material;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,surface cover,
,4,Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings,,[ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ],wood;edge;fiberboard;ligneous material;ceiling;use;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;construction;Tongued;MDF;dedicate;wall;building,surface cover,
4411.12.20.00,5,Laminated boards bonded in whole or in part &&  or impregnated &&  with synthetic resins,,[ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ] && [ Laminated boards bonded in whole or in part &&  or impregnated &&  with synthetic resins ],fiberboard;organic substance;synthetic resin;mm;building;use;medium density;density fiberboard;board bond;MDF;dedicate;wall;ceiling;ligneous material;laminated board;bond;wood;edge;resin;thickness;construction;Tongued,surface cover,441112
4411.12.30.00,5,Other,,[ [ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ] && [ ![ Laminated boards bonded in whole or in part &&  or impregnated &&  with synthetic resins ] ] ],wood;edge;fiberboard;ligneous material;ceiling;use;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;construction;Tongued;MDF;dedicate;wall;building,board bond;laminated board;synthetic resin;surface cover,441112
,4,Other,,[ [ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ ![ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ] ] ],wood;fiberboard;ligneous material;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,edge;ceiling;use;surface cover;construction;Tongued;dedicate;wall;building,
4411.12.60.00,5,Not surface covered (except for oil treatment),,[ [ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ ![ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ] ] ] && [ Not surface covered (except for oil treatment) ],oil treatment;wood;fiberboard;ligneous material;surface cover;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,edge;ceiling;use;surface cover;construction;Tongued;dedicate;wall;building,441112
4411.12.90,5,Other,,[ [ [ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ ![ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ] ] ] && [ ![ Not surface covered (except for oil treatment) ] ] ],wood;fiberboard;ligneous material;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,oil treatment;edge;ceiling;use;surface cover;construction;Tongued;dedicate;wall;building,441112
4411.12.90.10,6,Standard wood molding,,[ [ [ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ ![ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ] ] ] && [ ![ Not surface covered (except for oil treatment) ] ] ] && [ Standard wood molding ],wood;fiberboard;ligneous material;organic substance;resin;medium density;thickness;wood molding;density fiberboard;bond;mm;MDF;standard wood,oil treatment;edge;ceiling;use;surface cover;construction;Tongued;dedicate;wall;building,441112
4411.12.90.90,6,Other,,[ [ [ [ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness not exceeding 5 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ ![ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ] ] ] && [ ![ Not surface covered (except for oil treatment) ] ] ] && [ ![ Standard wood molding ] ] ],wood;fiberboard;ligneous material;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,oil treatment;edge;ceiling;use;surface cover;wood molding;construction;Tongued;dedicate;wall;standard wood;building,441112
4411.13,2,Of a thickness exceeding 5 mm but not exceeding 9 mm,,[ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness exceeding 5 mm but not exceeding 9 mm ],wood;fiberboard;ligneous material;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,,441113
4411.13.10.00,3,Not mechanically worked or surface covered,,[ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness exceeding 5 mm but not exceeding 9 mm ] && [ Not mechanically worked or surface covered ],wood;fiberboard;ligneous material;surface cover;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,,441113
,3,Other,,[ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness exceeding 5 mm but not exceeding 9 mm ] && [ ![ Not mechanically worked or surface covered ] ] ],wood;fiberboard;ligneous material;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;MDF,surface cover,
,4,Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings,,[ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness exceeding 5 mm but not exceeding 9 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ],wood;edge;fiberboard;ligneous material;ceiling;use;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;construction;Tongued;MDF;dedicate;wall;building,surface cover,
4411.13.20.00,5,Laminated boards bonded in whole or in part &&  or impregnated &&  with synthetic resins,,[ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness exceeding 5 mm but not exceeding 9 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ] && [ Laminated boards bonded in whole or in part &&  or impregnated &&  with synthetic resins ],fiberboard;organic substance;synthetic resin;mm;building;use;medium density;density fiberboard;board bond;MDF;dedicate;wall;ceiling;ligneous material;laminated board;bond;wood;edge;resin;thickness;construction;Tongued,surface cover,441113
4411.13.30.00,5,Other,,[ [ [ Fiberboard of wood or other ligneous materials &&  whether or not bonded with resins or other organic substances ] && [ Medium density fiberboard (MDF) ] && [ Of a thickness exceeding 5 mm but not exceeding 9 mm ] && [ ![ Not mechanically worked or surface covered ] ] ] && [ Tongued &&  grooved or rabbetted continuously along any of its edges && dedicated for use in the construction of walls &&  ceilings or other parts of buildings ] && [ ![ Laminated boards bonded in whole or in part &&  or impregnated &&  with synthetic resins ] ] ],wood;edge;fiberboard;ligneous material;ceiling;use;organic substance;resin;medium density;thickness;density fiberboard;bond;mm;construction;Tongued;MDF;dedicate;wall;building,board bond;laminated board;synthetic resin;surface cover,441113
