HTS Number,Indent,Description
1502.10,1,Tallow
1502.10.00.20,2,Edible
1502.10.00.40,2,Inedible
1502.90,1,Other
1503,0,Lard stearin &&  lard oil &&  oleostearin &&  oleo-oil && tallow oil &&  not emulsified or mixed or otherwise prepared
1504,0,Fats && oils && their fractions &&  of fish or marine mammals &&  whether or not refined &&  but not chemically modified
1504.10,1,Fish-liver oils && their fractions
1504.10.20,2,Cod
1504.10.40,2,Other
1504.20,1,Fats && oils && their fractions &&  of fish &&  other than liver oils
1504.20.20,2,Cod
1504.20.40,2,Herring
1504.20.60,2,Other
1504.20.60.20,3,Menhaden
1504.20.60.40,3,Other
1504.30,1,Fats && oils && their fractions &&  of marine mammals
1505,0,Wool grease && fatty substances derived therefrom (including lanolin)
1505.00.10,1,Wool grease &&  crude
1505.00.90,1,Other
1506,0,Other animal fats && oils && their fractions &&  whether or not refined &&  but not chemically modified
1507,0,Soybean oil && its fractions &&  whether or not refined &&  but not chemically modified
1507.10,1,Crude oil &&  whether or not degummed
1507.90,1,Other
1507.90.20,2,Pharmaceutical Grade meeting FDA requirements for use in intravenous fat emulsions &&  valued over $5/kg
1507.90.40,2,Other
1507.90.40.20,3,Once-refined (subjected to alkali or caustic wash &&  but not bleached or deodorized)
1507.90.40.40,3,Other (fully refined &&  washed &&  bleached or deodorized)
1508,0,Peanut (ground-nut) oil && its fractions &&  whether or not refined &&  but not chemically modified
1508.10,1,Crude oil
1508.90,1,Other
1509,0,Olive oil && its fractions &&  whether or not refined &&  but not chemically modified
1509.10,1,Virgin
1509.10.20,2,Weighing with the immediate container under 18 kg
1509.10.20,3,Certified organic
1509.10.20.30,4,Labeled as extra virgin
1509.10.20.40,4,Other
1509.10.20,3,Other
1509.10.20.50,4,Labeled as extra virgin
1509.10.20.60,4,Other
1509.10.40,2,Other
1509.10.40,3,Certified organic
1509.10.40.30,4,Labeled as extra virgin
1509.10.40.40,4,Other
1509.10.40,3,Other
1509.10.40.50,4,Labeled as extra virgin
1509.10.40.60,4,Other
1509.90,1,Other
1509.90.20,2,Weighing with the immediate container under 18 kg
1509.90.40,2,Other
1510,0,Other oils && their fractions &&  obtained solely from olives &&  whether or not refined &&  but not chemically modified &&  including blends of these oils && fractions with oils or fractions of heading 1509
1510.00.20,1,Rendered unfit for use as food
1510.00.20,1,Other
1510.00.40,2,Weighing with the immediate container under 18 kg
1510.00.60,2,Other
1511,0,Palm oil && its fractions &&  whether or not refined &&  but not chemically modified
1511.10,1,Crude oil
1511.90,1,Other
1512,0,Sunflower-seed &&  safflower or cottonseed oil &&  && fractions thereof &&  whether or not refined &&  but not chemically modified
1512,1,Sunflower-seed or safflower oil && fractions thereof
1512.11,2,Crude oil
1512.11.00.20,3,Sunflower-seed oil
1512.11.00.40,3,Safflower oil
1512.19,2,Other
1512.19.00.20,3,Sunflower-seed oil
1512.19.00.40,3,Safflower oil
1512,1,Cottonseed oil && its fractions
1512.21,2,Crude oil &&  whether or not gossypol has been removed
1512.29,2,Other
1512.29.00.20,3,Once-refined (subjected to alkalai or caustic wash &&  but not bleached or deodorized)
1512.29.00.40,3,Other (fully refined &&  washed &&  bleached or deodorized)
1513,0,Coconut (copra) &&  palm kernel or babassu oil &&  && fractions thereof &&  whether or not refined &&  but not chemically modified
1513,1,Coconut (copra) oil && its fractions
1513.11,2,Crude oil
1513.19,2,Other
1513,1,Palm kernel or babassu oil && fractions thereof
1513.21,2,Crude oil
1513.29,2,Other
1514,0,Rapeseed &&  colza or mustard oil &&  && fractions thereof &&  whether or not refined &&  but not chemically modified
1514,1,Low erucic acid rape or colza oil && its fractions
1514.11,2,Crude oil
1514.19,2,Other
1514,1,Other
1514.91,2,Crude oil
1514.91.10,3,Imported to be used in the manufacture of rubber substitutes or lubricating oil
1514.91.90,3,Other
1514.91.90.10,4,Rape or colza oil && its fractions
1514.91.90.20,4,Mustard seed oil && its fractions
1514.99,2,Other
1514.99.10,3,Imported to be used in the manufacture of rubber substitutes or lubricating oil
1514.99.10,3,Other
1514.99.50,4,Denatured
1514.99.50.10,5,Rape or colza oil && its fractions
1514.99.50.20,5,Mustard seed oil && its fractions
1514.99.90,4,Other
1514.99.90.10,5,Rape or colza oil && its fractions
1514.99.90.20,5,Mustard seed oil && its fractions
1515,0,Other fixed vegetable fats && oils (including jojoba oil) && their fractions &&  whether or not refined &&  but not chemically modified
1515,1,Linseed oil && its fractions
1515.11,2,Crude oil
1515.19,2,Other
1515,1,Corn (maize) oil && its fractions
1515.21,2,Crude oil
1515.29,2,Other
1515.29.00.20,3,Once-refined (subjected to alkalai or caustic wash &&  but not bleached or deodorized)
1515.29.00.40,3,Other (fully refined &&  washed &&  bleached or deodorized)
1515.30,1,Castor oil && its fractions
1515.50,1,Sesame oil && its fractions
1515.90,1,Other
1515.90.21,2,Nut oils
1515.90.60,2,Jojoba oil && its fractions
1515.90.80,2,Other
1515.90.80.10,3,Hemp oil
1515.90.80.90,3,Other
1516,0,Animal or vegetable fats && oils && their fractions &&  partly or wholly hydrogenated &&  inter-esterified &&  re-esterified or elaidinized &&  whether or not refined &&  but not further prepared
1516.10,1,Animal fats && oils && their fractions
1516.20,1,Vegetable fats && oils && their fractions
1516.20.10,2,Rapeseed oil
1516.20.90,2,Other
1517,0,Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter &&  other than edible fats or oils or their fractions of heading 1516
1517.10,1,Margarine &&  excluding liquid margarine
1517.90,1,Other
1517.90,2,Artificial mixtures of two or more of the products provided for in headings 1501 to 1515 &&  inclusive
1517.90.10,3,Containing 5 percent or more by weight of soybean oil or any fraction thereof
1517.90.10.20,4,Salad && cooking oils
1517.90.10.20,4,Baking or frying fats
1517.90.10.40,5,Wholly of vegetable oils
1517.90.10.60,5,Other
1517.90.10.80,4,Other
1517.90.20,3,Other
1517.90.20.20,4,Salad && cooking oils
1517.90.20.20,4,Baking or frying fats
1517.90.20.40,5,Wholly of vegetable oils
1517.90.20.60,5,Other
1517.90.20.80,4,Other
1517.90,2,Other
1517.90,3,Dairy products described in additional U.S. note 1 to chapter 4
1517.90.45,4,Described in general note 15 of the tariff schedule && entered pursuant to its provisions
1517.90.50,4,Described in additional U.S. note 10 to chapter 4 && entered pursuant to its provisions
1517.90.60,4,Other
1517.90.90,3,Other
1517.90.90.15,4,Partially hydrogenated salad && cooking oil
1517.90.90.25,4,Soybean oil &&  wholly hydrogenated
1517.90.90.85,4,Cottonseed oil &&  wholly hydrogenated
1517.90.90.90,4,Other
1518,0,Animal or vegetable fats && oils && their fractions &&  boiled &&  oxidized &&  dehydrated &&  sulfurized &&  blown &&  polymerized by heat in vacuum or in inert gas or otherwise chemically modified &&  excluding those of heading 1516; inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this chapter &&  not elsewhere specified or included
1518.00.20,1,Of linseed or flaxseed oil
1518.00.40,1,Other
1520,0,Glycerol &&  crude; glycerol waters && glycerol lyes
1521,0,Vegetable waxes (other than triglycerides) &&  beeswax &&  other insect waxes && spermaceti &&  whether or not refined or colored
1521.10,1,Vegetable waxes
1521.10.00.20,2,Candelilla
1521.10.00.40,2,Carnauba
1521.10.00.60,2,Other
1521.90,1,Other
1521.90.20,2,Bleached beeswax
1521.90.40,2,Other
1522,0,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes
1601,0,Sausages && similar products &&  of meat &&  meat offal or blood; food preparations based on these products
1601.00.20,1,Pork
1601.00.20.10,2,Canned
1601.00.20.90,2,Other
1601.00.20,1,Other
1601.00.40,2,Beef in airtight containers
1601.00.40.10,3,Canned
1601.00.40.90,3,Other
1601.00.60,2,Other
1601.00.60.20,3,Beef
1601.00.60.20,3,Other
1601.00.60.60,4,Canned
1601.00.60.80,4,Other
1602,0,Other prepared or preserved meat &&  meat offal or blood
1602.10,1,Homogenized preparations
1602.10.10,2,Put up for retail sale as food suitable for infants or for dietetic purposes
1602.10.50,2,Put up for retail sale as food suitable for young children
1602.10.50.60,3,Canned
1602.10.50.80,3,Other
1602.20,1,Of liver of any animal
1602.20.20,2,Of goose
1602.20.40,2,Other
1602.20,1,Of poultry of heading 0105
1602.31,2,Of turkeys
1602.31.00.20,3,Prepared meals
1602.31.00.40,3,Other
1602.32,2,Of chickens
1602.32,3,Prepared meals
1602.32.00.10,4,In airtight containers
1602.32.00.30,4,Other
1602.32.00.40,3,Other
1602.39,2,Other
1602.39,3,Prepared meals
1602.39.00.15,4,In airtight containers
1602.39.00.35,4,Other
1602.39.00.45,3,Other
1602.20,1,Of swine
1602.41,2,Hams && cuts thereof
1602.41.10,3,Containing cereals or vegetables
1602.41.10,3,Other
1602.41.20,4,Boned && cooked && packed in airtight containers
1602.41.20.20,5,In containers holding less than 1 kg
1602.41.20.40,5,Other
1602.41.90,4,Other
1602.42,2,Shoulders && cuts thereof
1602.42.20,3,Boned && cooked && packed in airtight containers
1602.42.20.20,4,In containers holding less than 1 kg
1602.42.20.40,4,Other
1602.42.40,3,Other
1602.49,2,Other &&  including mixtures
1602.49.10,3,Offal
1602.49.10,3,Other
1602.49.10,4,Not containing cereals or vegetables
1602.49.20,5,Boned && cooked && packed in air- tight containers
1602.49.40,5,Other
1602.49.10,4,Other
1602.49.60,5,Mixtures of pork && beef
1602.49.90,5,Other
1602.50,1,Of bovine animals 
1602.50.05,2,Offal
1602.50.05,2,Other
1602.50.05,3,Not containing cereals or vegetables
1602.50.05,4,Cured or pickled
1602.50.07,5,Corned beef in airtight containers
1602.50.07.20,6,In containers holding less than 1 kg
1602.50.07.40,6,Other
1602.50.08,5,Other
1602.50.05,4,Other
1602.50.21,5,In airtight containers
1602.50.21.20,6,In containers holding less than 1 kg
1602.50.21.40,6,Other
1602.50.60,5,Other
1602.50.90,3,Other
1602.50.90.20,4,Prepared meals
1602.50.90.40,4,Other
1602.90,1,Other &&  including preparations of blood of any animal
1602.90.10,2,Frog meat
1602.90.91,2,Other
1602.90.91.60,3,Canned
1602.90.91.80,3,Other
1603,0,Extracts && juices of meat &&  fish or crustaceans &&  molluscs or other aquatic invertebrates
1603.00.10,1,Clam juice
1603.00.90,1,Other
1603.00.90.10,2,Of meat
1603.00.90.90,2,Other
1604,0,Prepared or preserved fish; caviar && caviar substitutes prepared from fish eggs
1604,1,Fish &&  whole or in pieces &&  but not minced
1604.11,2,Salmon
1604.11.20,3,In oil &&  in airtight containers
1604.11.20.20,4,Pink (humpie)
1604.11.20.30,4,Sockeye
1604.11.20.90,4,Other
1604.11.40,3,Other
1604.11.40,4,Canned
1604.11.40.10,5,Chum (dog)
1604.11.40.20,5,Pink (humpie)
1604.11.40.30,5,Sockeye
1604.11.40.40,5,Other
1604.11.40.50,4,Other
1604.12,2,Herrings
1604.12.20,3,In oil &&  in airtight containers
1604.12.20,3,Other
1604.12.40,4,In tomato sauce &&  smoked or kippered &&  && in immediate containers weighing with their contents over 0.45 kg each
1604.12.60,4,Other
1604.12.60,5,Pickled
1604.12.60.10,6,Fillets
1604.12.60.30,6,Other
1604.12.60,5,Other
1604.12.60.50,6,Kipper snacks
1604.12.60.90,6,Other
1604.13,2,Sardines &&  sardinella && brisling or sprats
1604.13,3,In oil &&  in airtight containers
1604.13.10,4,Smoked sardines &&  neither skinned nor boned &&  valued $1 or more per kg in tin- plate containers &&  or $1.10 or more per kg in other containers
1604.13.10,4,Other
1604.13.20,5,Neither skinned nor boned
1604.13.30,5,Skinned or boned
1604.13,3,Other
1604.13.40,4,In immediate containers weighing with their contents under 225 grams each
1604.13.90,4,Other
1604.14,2,Tunas &&  skipjack && bonito (<u>Sarda</u> <i>spp.</i>)
1604.14,3,Tunas && skipjack
1604.14,4,In airtight containers
1604.14.10,5,In oil
1604.14.10.10,6,In foil or other flexible containers weighing with their contents not more than 6.8 kg each
1604.14.10.10,6,Other
1604.14.10.91,7,Albacore
1604.14.10.99,7,Other
1604.14.10,5,Not in oil
1604.14.22,6,In containers weighing with their contents not over 7 kg each &&  && not the product of any insular possession of the United States &&  for an aggregate quantity entered in any calendar year not to exceed 4.8 percent of apparent United States consumption of tuna in airtight containers during the immediately preceding year &&  as reported by the National Marine Fisheries Service
1604.14.22,7,Albacore (<u>Thunnus</u> <u>alalunga</u>)
1604.14.22.51,8,In foil or other flexible con- tainers weighing with their contents not more than <il>6.8 kg each</il>
1604.14.22.59,8,Other
1604.14.22,7,Other
1604.14.22.91,8,In foil or other flexible con- tainers weighing with their contents not more than 6.8 kg each
1604.14.22.99,8,Other
1604.14.30,6,Other
1604.14.30,7,Albacore (<u>Thunnus</u> <u>alalunga)</u>
1604.14.30.51,8,In foil or other flexible con- tainers weighing with their contents not more than 6.8 kg each
1604.14.30.59,8,Other
1604.14.30,7,Other
1604.14.30.91,8,In foil or other flexible con- tainers weighing with their contents not more than 6.8 kg each
1604.14.30.99,8,Other
1604.14,4,Not in airtight containers
1604.14.40,5,In bulk or in immediate containers weighing with their contents over <il>6.8 kg</il> each &&  not in oil
1604.14.50,5,Other
1604.14,3,Bonito (<u>Sarda</u> <i>spp</i>.)
1604.14.70,4,In oil
1604.14.80,4,Not in oil
1604.15,2,Mackerel
1604.16,2,Anchovies
1604.16.20,3,In oil &&  in airtight containers
1604.16.20,3,Other
1604.16.40,4,In immediate containers weighing with their contents 6.8 kg or less each
1604.16.60,4,Other
1604.17,2,Eels
1604.17.10,3,In airtight containers
1604.17.10,3,Other
1604.17.10,4,Fish sticks && similar products of any size or shape &&  fillets or other portions of fish &&  if breaded &&  coated with batter or similarly prepared
1604.17.40,5,Neither cooked nor in oil
1604.17.50,5,Other
1604.17.10,4,Other
1604.17.60,5,In oil && in bulk or in immediate containers over 7 kg each
1604.17.80,5,Other
1604.18,2,Shark fins
1604.18.10,3,In airtight containers
1604.18.90,3,Other
1604.19,2,Other (including yellowtail)
1604.19,3,In airtight containers
1604.19,4,Not in oil
1604.19.10,5,Bonito &&  yellowtail && pollock
1604.19.22,5,Other
1604.19,4,In oil
1604.19.25,5,Bonito &&  yellowtail && pollock
1604.19.32,5,Other
1604.19,3,Other
1604.19,4,Fish sticks && similar products of any size or shape &&  fillets or other portions of fish &&  if breaded &&  coated with batter or similarly prepared
1604.19.41,5,Neither cooked nor in oil
1604.19.51,5,Other
1604.19,4,Other
1604.19.61,5,In oil && in bulk or in immediate containers weighing with their contents over <il>7 kg</il> each
1604.19.82,5,Other
1604.20,1,Other prepared or preserved fish
1604.20.05,2,Products containing meat of crustaceans &&  molluscs or other aquatic invertebrates; prepared meals
1604.20.05.10,3,Prepared meals
1604.20.05.90,3,Other
1604.20.05,2,Other
1604.20.10,3,Pastes
1604.20.10,3,Balls &&  cakes && puddings
1604.20.15,4,In oil
1604.20.15,4,Not in oil
1604.20.15,5,In immediate containers weighing with their contents not over 6.8 kg each
1604.20.20,6,In airtight containers
1604.20.25,6,Other
1604.20.30,5,Other
1604.20.10,3,Fish sticks && similar products of any size or shape &&  if breaded &&  coated with batter or similarly prepared
1604.20.40,4,Neither cooked nor in oil
1604.20.50,4,Other
1604.20.50.10,5,Pre-cooked && frozen
1604.20.50.90,5,Other
1604.20.60,3,Other
1604.20.60.10,4,Pre-cooked && frozen
1604.20.60.90,4,Other
1604.20,1,Caviar && caviar substitutes
1604.31,2,Caviar
1604.32,2,Caviar substitutes
1604.32.30,3,Boiled && in airtight containers
1604.32.40,3,Other
1605,0,Crustaceans &&  molluscs && other aquatic invertebrates &&  prepared or preserved
1605.10,1,Crab
1605.10.05,2,Products containing fish meat; prepared meals
1605.10.05.10,3,In airtight containers
1605.10.05.90,3,Other
1605.10.05,2,Other
1605.10.05,3,Crabmeat
1605.10.20,4,In airtight containers
1605.10.20.10,5,King crab
1605.10.20.10,5,Snow crab (<u>Chionoecetes</u> <u>bairdi</u> &&  <u>C.</u> <u>opilio</u> &&  <u>C.</u> <u>tanneri</u> && <u>C.</u> <u>angulatus</u>)
1605.10.20.22,6,<u>C.</u> <u>opilio</u> (small)
1605.10.20.25,6,Other
1605.10.20.30,5,Dungeness
1605.10.20.30,5,Swimming crabs (<u>Portunidae</u>)
1605.10.20.51,6,<u>Callinectes</u> <i>spp</i>. &&  including blue crabs (<u>C</u>. <u>sapidus</u>)
1605.10.20.59,6,Other
1605.10.20.90,5,Other
1605.10.40,4,Other
1605.10.40,5,Frozen
1605.10.40.02,6,King crab
1605.10.40.02,6,Snow crab (<u>Chionoecetes</u> <u>bairdi</u> &&  <u>C.</u> <u>opilio</u> &&  <u>C.</u> <u>tanneri</u> && <u>C.</u> <u>angulatus</u>)
1605.10.40.05,7,<u>C.</u> <u>opilio</u> (small)
1605.10.40.10,7,Other
1605.10.40.15,6,Dungeness
1605.10.40.15,6,Swimming crabs (<u>Portunidae</u>)
1605.10.40.25,7,<u>Callinectes</u> <i>spp</i>. &&  including blue crabs (<u>C</u>. <u>sapidus</u>)
1605.10.40.30,7,Other
1605.10.40.35,6,Other
1605.10.40.40,5,Other
1605.10.60,3,Other
1605.10.60.10,4,In airtight containers
1605.10.60.90,4,Other
1605.10,1,Shrimps && prawns
1605.21,2,Not in airtight containers
1605.21.05,3,Products containing fish meat; prepared meals
1605.21.10,3,Other
1605.21.10,4,Frozen &&  imported in accordance with Statistical Note 1 to this chapter
1605.21.10.20,5,Breaded
1605.21.10.30,5,Other
1605.21.10.50,4,Other &&  imported in accordance with Statistical Note 1 to this chapter
1605.29,2,Other
1605.29.05,3,Products containing fish meat; prepared meals
1605.29.10,3,Other
1605.29.10.10,4,Frozen &&  imported in accordance with Statistical Note 1 to this chapter
1605.29.10.40,4,Other &&  imported in accordance with Statistical Note 1 to this chapter
1605.30,1,Lobster
1605.30.05,2,Products containing fish meat; prepared meals
1605.30.05.10,3,In airtight containers
1605.30.05.90,3,Other
1605.30.10,2,Other
1605.30.10,3,Lobster meat &&  cooked by steaming or boiling in water && out of shell &&  whether or not frozen but not further prepared or preserved
1605.30.10.10,4,Frozen
1605.30.10.30,4,Not frozen
1605.30.10,3,Other
1605.30.10.50,4,In airtight containers
1605.30.10.90,4,Other
1605.40,1,Other crustaceans
1605.40.05,2,Products containing fish meat; prepared meals
1605.40.10,2,Other
1605.40.10.10,3,Peeled freshwater crawfish tail meat
1605.40.10.90,3,Other
1605.40,1,Molluscs
1605.51,2,Oysters
1605.51.05,3,Products containing fish meat; prepared meals
1605.51.05,3,Other
1605.51.40,4,Smoked
1605.51.50,4,Other
1605.52,2,Scallops &&  including queen scallops
1605.52.05,3,Products containing fish meat; prepared meals
1605.52.60,3,Other
1605.53,2,Mussels
1605.53.05,3,Products containing fish meat; prepared meals
