,genus,species,common_name,range_state
716,Shorea,leprosula,"Red Meranti;Engbang-Chenak;Almon;Meranti Rambai;Meranti Melanthi;Engkawang;Meranti Merah-Tua;Bataan;Binatoh;Meranti Kepong;Meranti Sengkawang;Nemesu;Seraya Batu;Meranti Daun Basar;Meranti Bukit;Meranti Langgang;Seraya Bukit;Saya Lueang;Meranti Bunga;Seraya Daun;Saya Khao;Chan Hoi;Obar Suluk;Red Lauan;Seraya Bunga;Dark Meranti;Dark Red Seraya;Tanguile;Meranti Ketung;Meranti Paya;Light Red Luan;Meranti Bunga Sengawan;Meranti, Light red;Kawang;Meranti, Dark red;Red Mertih;Meranti Merah-Muda;Damar Siput;Meranti-Hantu;Meranti Tengkawang;Meranti Tembaga;Seraya Punai",GB;ID;MY;PH;US;TH
717,Shorea,leptoclados,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
718,Shorea,longisperma,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
719,Shorea,macrantha,"Red Meranti;Engbang-Chenak;Almon;Meranti Rambai;Meranti Melanthi;Engkawang;Meranti Merah-Tua;Bataan;Binatoh;Meranti Kepong;Meranti Sengkawang;Nemesu;Seraya Batu;Meranti Daun Basar;Meranti Bukit;Meranti Langgang;Seraya Bukit;Saya Lueang;Meranti Bunga;Seraya Daun;Saya Khao;Chan Hoi;Obar Suluk;Red Lauan;Seraya Bunga;Dark Meranti;Dark Red Seraya;Tanguile;Meranti Ketung;Meranti Paya;Light Red Luan;Meranti Bunga Sengawan;Meranti, Light red;Kawang;Meranti, Dark red;Red Mertih;Meranti Merah-Muda;Damar Siput;Meranti-Hantu;Meranti Tengkawang;Meranti Tembaga;Seraya Punai",GB;ID;MY;PH;US;TH
720,Shorea,macrophylla,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
721,Shorea,macroptera,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
722,Shorea,materialis,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
723,Shorea,maxima,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
724,Shorea,maxwelliana,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
725,Shorea,multiflora,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
726,Shorea,obtusa,Sal;Kumus;Benuas;Sengkawan Darat;Malaykal;Rang;Yakal;Selangan Batu No.2;Balau;Agelam;Chan;Selangan Batu;Thitya;Balau Kumus;Ak;Bangkirai;Balau yellow;Brunas;Gisok;Pooti;Damar laut;Selangan Batu No.1;Aek;Selangan batu;Kedawang;Pa-Yom Dong;Balau Simantok,IN;GB;SG;ID;MY;DE;VN;BN;LA;MM;PH;TH;KH;TL
727,Shorea,ochracea,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
728,Shorea,ochrophloia,Belangeran;Balau Merah;Balau Laut Merah;Damar Laut Merah;Balau Membatu;Balau Merah;Red Selangan Batu;Membatu;Seri;Selangan Batu Merah;Seraya Sirup;Selangan Batu No. 1;Sengawan;Semayur;Empenit-Meraka;Guijo;Gisok;Makata;Chankhau;Red Balau;Red Balau;Balau red,ID;MY;PH;TH;DE;GB
729,Shorea,ovalis,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
730,Shorea,ovata,"Red Meranti;Red Mertih;Meranti Ketung;Meranti Bunga;Meranti Merah-Tua;Nemesu;Meranti Bukit;Meranti Daun Basar;Dark Red Seraya;Obar Suluk;Seraya Bukit;Seraya Daun;Binatoh;Engbang-Chenak;Meranti Bunga Sengawan;Tanguile;Bataan;Red Lauan;Red Lauan;Dark Red Seraya;Dark Meranti;Meranti, Dark red",ID;MY;PH;GB;US
731,Shorea,pachyphylla,"Red Meranti;Engbang-Chenak;Almon;Meranti Rambai;Meranti Melanthi;Engkawang;Meranti Merah-Tua;Bataan;Binatoh;Meranti Kepong;Meranti Sengkawang;Nemesu;Seraya Batu;Meranti Daun Basar;Meranti Bukit;Meranti Langgang;Seraya Bukit;Saya Lueang;Meranti Bunga;Seraya Daun;Saya Khao;Chan Hoi;Obar Suluk;Red Lauan;Seraya Bunga;Dark Meranti;Dark Red Seraya;Tanguile;Meranti Ketung;Meranti Paya;Light Red Luan;Meranti Bunga Sengawan;Meranti, Light red;Kawang;Meranti, Dark red;Red Mertih;Meranti Merah-Muda;Damar Siput;Meranti-Hantu;Meranti Tengkawang;Meranti Tembaga;Seraya Punai",GB;ID;MY;PH;US;TH
732,Shorea,palembanica,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
733,Shorea,parvifolia,"Red Meranti;Engbang-Chenak;Almon;Meranti Rambai;Meranti Melanthi;Engkawang;Meranti Merah-Tua;Bataan;Binatoh;Meranti Kepong;Meranti Sengkawang;Nemesu;Seraya Batu;Meranti Daun Basar;Meranti Bukit;Meranti Langgang;Seraya Bukit;Saya Lueang;Meranti Bunga;Seraya Daun;Saya Khao;Chan Hoi;Obar Suluk;Red Lauan;Seraya Bunga;Dark Meranti;Dark Red Seraya;Tanguile;Meranti Ketung;Meranti Paya;Light Red Luan;Meranti Bunga Sengawan;Meranti, Light red;Kawang;Meranti, Dark red;Red Mertih;Meranti Merah-Muda;Damar Siput;Meranti-Hantu;Meranti Tengkawang;Meranti Tembaga;Seraya Punai",GB;ID;MY;PH;US;TH
734,Shorea,pauciflora,"Red Meranti;Red Mertih;Meranti Ketung;Meranti Bunga;Meranti Merah-Tua;Nemesu;Meranti Bukit;Meranti Daun Basar;Dark Red Seraya;Obar Suluk;Seraya Bukit;Seraya Daun;Binatoh;Engbang-Chenak;Meranti Bunga Sengawan;Tanguile;Bataan;Red Lauan;Red Lauan;Dark Red Seraya;Dark Meranti;Meranti, Dark red",ID;MY;PH;GB;US
735,Shorea,peltata,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
736,Shorea,platycarpa,"Red Meranti;Engbang-Chenak;Almon;Meranti Rambai;Meranti Melanthi;Engkawang;Meranti Merah-Tua;Bataan;Binatoh;Meranti Kepong;Meranti Sengkawang;Nemesu;Seraya Batu;Meranti Daun Basar;Meranti Bukit;Meranti Langgang;Seraya Bukit;Saya Lueang;Meranti Bunga;Seraya Daun;Saya Khao;Chan Hoi;Obar Suluk;Red Lauan;Seraya Bunga;Dark Meranti;Dark Red Seraya;Tanguile;Meranti Ketung;Meranti Paya;Light Red Luan;Meranti Bunga Sengawan;Meranti, Light red;Kawang;Meranti, Dark red;Red Mertih;Meranti Merah-Muda;Damar Siput;Meranti-Hantu;Meranti Tengkawang;Meranti Tembaga;Seraya Punai",GB;ID;MY;PH;US;TH
737,Shorea,platyclados,"Red Meranti;Red Mertih;Meranti Ketung;Meranti Bunga;Meranti Merah-Tua;Nemesu;Meranti Bukit;Meranti Daun Basar;Dark Red Seraya;Obar Suluk;Seraya Bukit;Seraya Daun;Binatoh;Engbang-Chenak;Meranti Bunga Sengawan;Tanguile;Bataan;Red Lauan;Red Lauan;Dark Red Seraya;Dark Meranti;Meranti, Dark red",ID;MY;PH;GB;US
738,Shorea,polita,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
739,Shorea,polysperma,"Red Meranti;Red Mertih;Meranti Ketung;Meranti Bunga;Meranti Merah-Tua;Nemesu;Meranti Bukit;Meranti Daun Basar;Dark Red Seraya;Obar Suluk;Seraya Bukit;Seraya Daun;Binatoh;Engbang-Chenak;Meranti Bunga Sengawan;Tanguile;Bataan;Red Lauan;Red Lauan;Dark Red Seraya;Dark Meranti;Meranti, Dark red",ID;MY;PH;GB;US
740,Shorea,quadrinervis,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
741,Shorea,resina-nigra,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
742,Shorea,resinosa,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
743,Shorea,revoluta,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
744,Shorea,robusta,Rang;Sal,BN;KH;TL;ID;LA;MY;MM;PH;SG;TH;VN
745,Shorea,roxburghii,"Lumber;Sal;Meranti Jerit;Kumus;Meranti Temak;Benuas;White Lauan;Pendan;Kebon Tang;Sengkawan Darat;Malaykal;Yakal;Selangan Batu No.2;Balau;Agelam;Chan;Selangan Batu;Meranti Lapis;Thitya;Balau Kumus;Ak;Damar Puthi;Meranti Putih;Melapi;Pa Nong;Chai;Kabak Kau;Meranti, White;Bangkirai;White Meranti;Sual;Balau yellow;Meranti Pa’ang;Xen;Brunas;Gisok;Koki Phnom;Pooti;Damar laut;Selangan Batu No.1;Makai;Aek;Selangan batu;Kedawang;Pa-Yom Dong;Balau Simantok",IN;GB;ID;MY;DE;VN;MM;PH;TH;KH
746,Shorea,rugosa,Meranti Bakau,
747,Shorea,sandakanensis,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
748,Shorea,scrobiculata,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
749,Shorea,seminis,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
750,Shorea,sericeiflora,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
751,Shorea,singkawang,"Red Meranti;Red Mertih;Meranti Ketung;Meranti Bunga;Meranti Merah-Tua;Nemesu;Meranti Bukit;Meranti Daun Basar;Dark Red Seraya;Obar Suluk;Seraya Bukit;Seraya Daun;Binatoh;Engbang-Chenak;Meranti Bunga Sengawan;Tanguile;Bataan;Red Lauan;Red Lauan;Dark Red Seraya;Dark Meranti;Meranti, Dark red",ID;MY;PH;GB;US
752,Shorea,smithiana,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
753,Shorea,stalura,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
754,Shorea,submontana,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
755,Shorea,sumatrana,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
756,Shorea,superba,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
757,Shorea,teysmanniana,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
758,Shorea,uliginosa,Meranti Bakau,
759,Shorea,,"Meranti, Yellow;Meranti, White;Meranti, Light red;Balau red;Balau yellow;Meranti, Dark red",GB;IN;ID;MY;DE;VN;PH;MM;US;TH;KH
760,Sideroxylon,altissimum,Mukali;Kali;M’Boul;Mukali;N’Kali;Aningueri blanc;Aniegre;Kararo;Muna;Mukangu;Landojan;Osan;Tutu;Aningré-Tanganyika Nuss;Tanganyika Nuss;Aningeria;Aningré;Aniégré,AO;CF;CG;CI;ET;KE;NG;UG;CD;DE;IT;GB
761,Simarouba,amara,Chiriuana;Marupa;Marupauba;Parahyba;Paraiba;Tamanquiera;Simaruba;Cedro Amargo;Cuna;Guitarro;Simarouba;Simarupa;Marupa;Soemaroeba;Cedro Blanco;Simarouba;Bitterwood;Marupa,BO;BR;CO;EC;GF;GY;PE;SR;VE;GB
762,Sindora,affinis,Krakas;Sindur;Sepetir;Meketil;Saputi;Sepeteh;Petir;Petir-Sepetir Pay;Swamp-Sepetir;Sepetir Nin-Yaki;Supa;Krathon;Maka-Tea;Sepetir,KH;ID;MY;PH;TH
763,Sindora,coriacea,Krakas;Sindur;Sepetir;Meketil;Saputi;Sepeteh;Petir;Petir-Sepetir Pay;Swamp-Sepetir;Sepetir Nin-Yaki;Supa;Krathon;Maka-Tea;Sepetir,KH;ID;MY;PH;TH
764,Sindora,echinocalyx,Krakas;Sindur;Sepetir;Meketil;Saputi;Sepeteh;Petir;Petir-Sepetir Pay;Swamp-Sepetir;Sepetir Nin-Yaki;Supa;Krathon;Maka-Tea;Sepetir,KH;ID;MY;PH;TH
765,Sindora,parvifolia,Krakas;Sindur;Sepetir;Meketil;Saputi;Sepeteh;Petir;Petir-Sepetir Pay;Swamp-Sepetir;Sepetir Nin-Yaki;Supa;Krathon;Maka-Tea;Sepetir,KH;ID;MY;PH;TH
766,Sindora,siamensis,Krakas;Sindur;Sepetir;Meketil;Saputi;Sepeteh;Petir;Petir-Sepetir Pay;Swamp-Sepetir;Sepetir Nin-Yaki;Supa;Krathon;Maka-Tea;Sepetir,KH;ID;MY;PH;TH
767,Sindora,velutina,Krakas;Sindur;Sepetir;Meketil;Saputi;Sepeteh;Petir;Petir-Sepetir Pay;Swamp-Sepetir;Sepetir Nin-Yaki;Supa;Krathon;Maka-Tea;Sepetir,KH;ID;MY;PH;TH
768,Sindora,,Sepetir,KH;ID;MY;PH;TH
769,Sindoropsis,letestui,Lumbandjii;Gheombi;Ngom;Gheombi,CM;GA
770,Siparuna,,Muniridan,
771,Spirostachys,africana,Tamboti,
772,Spondias,mombin,Coolie Plum;Gully Plum;Hog Plum;Jobo;Mopé;Prunier Mombin;Spanish Plum;Mopé,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
773,Staudtia,gabonensis,Menga-Menga;M'Bonda;Menga-Menga;Molanga;Bokapi;M'Boun;Niove;Kamashi;Susumenga;Niové,AO;CM;CF;GQ;GA;CD
774,Staudtia,kamerunensis,Menga-Menga;M'Bonda;Menga-Menga;Molanga;Bokapi;M'Boun;Niove;Kamashi;Susumenga;Niové,AO;CM;CF;GQ;GA;CD
775,Staudtia,stipitata,Menga-Menga;M'Bonda;Menga-Menga;Molanga;Bokapi;M'Boun;Niove;Kamashi;Susumenga;Niové,AO;CM;CF;GQ;GA;CD
776,Steganthus,welwitschii,Elgon olive;Loliondo,GB
777,Sterculia,apetala,Mani;Achicha;Chicha;Tacacazeiro;Camajura;Anacaguita;Cacao de Mote;Sapote;Saput;Zapote;Kobe;Maho;Bellota;Chiapas;Huarmi-Caspi;Zapote Silvestre;Anacaguita;Jahoballi;Kobehe;Okro-Oedoe;Mahoe;Camoruco;Mayagua;Sunsun;Chicha / Xixa,BO;BR;CO;CU;EC;GF;GY;MX;PE;PR;SR;TT;VE
778,Sterculia,oblonga,Bongele;Eyong;Bongo;Bi;N’Chong;N’Zong;N’Chong;N’Zong;Ohaa;Okoko;White Sterculia;Yellow Sterculia;Eyong,CM;CF;CI;GQ;GA;GH;NG;GB
779,Sterculia,rhinopetala,N’Kanang;Lotofa;Wawabima;Aye;Brown Sterculia;Lotofa,CM;CI;GH;NG;GB
780,Sterculia,vitiensis,Waciwaci;Fijian Sterculia,AU;PG;NZ;FJ;SB;VU;NC;PF;WS;GU;KI;TO;FM;MH;MP;AS;PW;CK;WF;TV;NR;NF;TK;PN
781,Sterculia,,Chicha / Xixa,BO;BR;CO;CU;EC;GF;GY;MX;PE;PR;SR;TT;VE
782,Strombosia,glaucescens,Poe;Itako;Otingbo;Afina,CI;NG
783,Strombosia,pustulata,Poe;Itako;Otingbo;Afina,CI;NG
784,Swartzia,benthamiana,Guyana Rosewood;Wamara;Saboarana,GY
785,Swartzia,fistuloides,Nom Nsas;Kisasambra;Boto;N’Guessa;Nsakala;Oken;Pau Ferro;Udoghogho;Pao rosa,CM;CG;CI;CF;CD;GA;MZ;NG
786,Swartzia,jorori,Jorori,
787,Swartzia,leiocalycina,Carrapatinho;Coraçao de Negro;Gombeira;Bois Perdrix;Ferreol;Panacoco;Agui;Banya;Wamara;Gandoe;Ijzerhart;Zwart Parelhout;Wamara;Ironwood;Wamara;Panacoco,BR;GF;GY;SR;DE;GB
788,Swartzia,madagascariensis,Nom Nsas;Kisasambra;Boto;N’Guessa;Nsakala;Oken;Pau Ferro;Udoghogho;Pao rosa,CM;CG;CI;CF;CD;GA;MZ;NG
789,Swietenia,candollei,Caoba;Mara;Aguano;Mogno;Araputanga;Caoba;Caoba del Sur;Caoba del Atlantica;Caoba;Caoba;Mahogani;Chacalte;Mahogani;Zopilote;Baywood;Mahogani;Aguano;Caoba;Caoba;Orura;Acajou d’Amérique;Mogano;Mahonie;Caoba;Mahogany;Brazilian Mahogany;Mahogany;Brazilian Mahogany;Mahogany,BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;CU;DO;GT;HT;MX;NI;PE;VE;FR;IT;NL;ES;GB;US
790,Swietenia,humilis,Caoba;Mara;Aguano;Mogno;Araputanga;Caoba;Caoba del Sur;Caoba del Atlantica;Caoba;Caoba;Mahogani;Chacalte;Mahogani;Zopilote;Baywood;Mahogani;Aguano;Caoba;Caoba;Orura;Acajou d’Amérique;Mogano;Mahonie;Caoba;Mahogany;Brazilian Mahogany;Mahogany;Brazilian Mahogany;Mahogany,BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;CU;DO;GT;HT;MX;NI;PE;VE;FR;IT;NL;ES;GB;US
791,Swietenia,krukovii,Caoba;Mara;Aguano;Mogno;Araputanga;Caoba;Caoba del Sur;Caoba del Atlantica;Caoba;Caoba;Mahogani;Chacalte;Mahogani;Zopilote;Baywood;Mahogani;Aguano;Caoba;Caoba;Orura;Acajou d’Amérique;Mogano;Mahonie;Caoba;Mahogany;Brazilian Mahogany;Mahogany;Brazilian Mahogany;Mahogany,BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;CU;DO;GT;HT;MX;NI;PE;VE;FR;IT;NL;ES;GB;US
792,Swietenia,macrophylla,Caoba;Mara;Aguano;Mogno;Araputanga;Caoba;Caoba del Sur;Caoba del Atlantica;Caoba;Caoba;Mahogani;Chacalte;Mahogani;Zopilote;Baywood;Mahogani;Aguano;Caoba;Caoba;Orura;Acajou d’Amérique;Mogano;Mahonie;Caoba;Mahogany;Brazilian Mahogany;Mahogany;Brazilian Mahogany;Mahogany,BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;CU;DO;GT;HT;MX;NI;PE;VE;FR;IT;NL;ES;GB;US
793,Swietenia,mahagoni,Caoba;Mara;Aguano;Mogno;Araputanga;Caoba;Caoba del Sur;Caoba del Atlantica;Caoba;Caoba;Mahogani;Chacalte;Mahogani;Zopilote;Baywood;Mahogani;Aguano;Caoba;Caoba;Orura;Acajou d’Amérique;Mogano;Mahonie;Caoba;Mahogany;Brazilian Mahogany;Mahogany;Brazilian Mahogany;Mahogany,BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;CU;DO;GT;HT;MX;NI;PE;VE;FR;IT;NL;ES;GB;US
794,Swietenia,tessmannii,Caoba;Mara;Aguano;Mogno;Araputanga;Caoba;Caoba del Sur;Caoba del Atlantica;Caoba;Caoba;Mahogani;Chacalte;Mahogani;Zopilote;Baywood;Mahogani;Aguano;Caoba;Caoba;Orura;Acajou d’Amérique;Mogano;Mahonie;Caoba;Mahogany;Brazilian Mahogany;Mahogany;Brazilian Mahogany;Mahogany,BO;BR;BZ;CR;SV;GT;HN;NI;PA;CO;CU;DO;GT;HT;MX;NI;PE;VE;FR;IT;NL;ES;GB;US
795,Swintonia,floribunda,Muom;Thayet-Kin;Merpau;Merpauh;Taung Thayet;Civit Taungthayet;Civit;Muom;Merpauh,KH;IN;MY;MM;PK;VN
796,Swintonia,penangiana,Muom;Thayet-Kin;Merpau;Merpauh;Taung Thayet;Civit Taungthayet;Civit;Muom;Merpauh,KH;IN;MY;MM;PK;VN
797,Swintonia,pierrei,Muom;Thayet-Kin;Merpau;Merpauh;Taung Thayet;Civit Taungthayet;Civit;Muom;Merpauh,KH;IN;MY;MM;PK;VN
